"Timestamp","CPU cores","CPU capacity provisioned [MHZ]","CPU usage [MHZ]","CPU usage [%]","Memory capacity provisioned [KB]","Memory usage [KB]","Memory usage [%]","Disk read throughput [KB/s]","Disk write throughput [KB/s]","Disk size [GB]","Network received throughput [KB/s]","Network transmitted throughput [KB/s]"
"09.11.2015 19:25:00","4","0","281","2,93","10485760","382730","3,65","0","7","350","23","117"
"09.11.2015 19:30:00","4","0","233","2,42","10485760","313524","2,99","0","7","350","2","1"
"09.11.2015 19:35:00","4","0","230","2,4","10485760","376439","3,59","0","7","350","2","1"
"09.11.2015 19:40:00","4","0","224","2,33","10485760","340787","3,25","0","7","350","2","1"
"09.11.2015 19:45:00","4","0","238","2,48","10485760","481296","4,59","0","127","350","3","2"
"09.11.2015 19:50:00","4","0","406","4,23","10485760","536871","5,12","0","15","350","86","92"
"09.11.2015 19:55:00","4","0","254","2,64","10485760","607126","5,79","0","8","350","14","15"
"09.11.2015 20:00:00","4","0","235","2,45","10485760","355467","3,39","0","7","350","2","1"
"09.11.2015 20:05:00","4","0","238","2,48","10485760","355467","3,39","0","8","350","2","2"
"09.11.2015 20:10:00","4","0","235","2,45","10485760","557842","5,32","0","7","350","2","1"
"09.11.2015 20:15:00","4","0","229","2,39","10485760","586154","5,59","0","8","350","2","2"
"09.11.2015 20:20:00","4","0","242","2,53","10485760","550502","5,25","0","8","350","11","10"
"09.11.2015 20:25:00","4","0","421","4,39","10485760","529531","5,05","2","18","350","90","101"
"09.11.2015 20:30:00","4","0","233","2,43","10485760","376439","3,59","0","7","350","2","1"
"09.11.2015 20:35:00","4","0","230","2,39","10485760","557842","5,32","0","7","350","2","2"
"09.11.2015 20:40:00","4","0","226","2,36","10485760","439353","4,19","0","7","350","2","1"
"09.11.2015 20:45:00","4","0","233","2,43","10485760","536871","5,12","0","9","350","3","2"
"09.11.2015 20:50:00","4","0","225","2,34","10485760","494928","4,72","0","7","350","2","1"
"09.11.2015 20:55:00","4","0","431","4,49","10485760","424673","4,05","0","16","350","97","105"
"09.11.2015 21:00:00","4","0","232","2,42","10485760","376439","3,59","0","7","350","2","1"
"09.11.2015 21:05:00","4","0","235","2,45","10485760","411042","3,92","0","9","350","3","2"
"09.11.2015 21:10:00","4","0","222","2,32","10485760","424673","4,05","0","8","350","2","1"
"09.11.2015 21:15:00","4","0","224","2,34","10485760","397410","3,79","0","8","350","3","2"
"09.11.2015 21:20:00","4","0","220","2,29","10485760","452985","4,32","0","7","350","2","1"
"09.11.2015 21:25:00","4","0","412","4,3","10485760","628097","5,99","0","16","350","97","105"
"09.11.2015 21:30:00","4","0","224","2,33","10485760","816841","7,79","0","7","350","2","1"
"09.11.2015 21:35:00","4","0","221","2,3","10485760","502268","4,79","0","7","350","2","2"
"09.11.2015 21:40:00","4","0","222","2,31","10485760","515899","4,92","0","7","350","2","1"
"09.11.2015 21:45:00","4","0","226","2,35","10485760","628097","5,99","0","21","350","3","2"
"09.11.2015 21:50:00","4","0","223","2,33","10485760","467665","4,46","0","7","350","2","1"
"09.11.2015 21:55:00","4","0","393","4,1","10485760","628097","5,99","0","16","350","85","91"
"09.11.2015 22:00:00","4","0","244","2,55","10485760","452985","4,32","0","8","350","15","16"
"09.11.2015 22:05:00","4","0","217","2,27","10485760","641728","6,12","0","8","350","3","2"
"09.11.2015 22:10:00","4","0","218","2,27","10485760","725615","6,92","0","7","350","2","1"
"09.11.2015 22:15:00","4","0","218","2,27","10485760","466616","4,45","0","8","350","3","2"
"09.11.2015 22:20:00","4","0","222","2,32","10485760","481296","4,59","0","8","350","4","8"
"09.11.2015 22:25:00","4","0","287","2,99","10485760","439353","4,19","0","8","350","33","128"
"09.11.2015 22:30:00","4","0","397","4,14","10485760","494928","4,72","1","132","350","87","94"
"09.11.2015 22:35:00","4","0","218","2,27","10485760","403702","3,85","0","7","350","3","2"
"09.11.2015 22:40:00","4","0","216","2,25","10485760","452985","4,32","0","7","350","2","1"
"09.11.2015 22:45:00","4","0","221","2,31","10485760","390070","3,72","0","9","350","3","2"
"09.11.2015 22:50:00","4","0","220","2,29","10485760","411042","3,92","0","7","350","2","1"
"09.11.2015 22:55:00","4","0","224","2,34","10485760","487588","4,65","0","7","350","2","2"
"09.11.2015 23:00:00","4","0","403","4,2","10485760","488636","4,66","0","16","350","97","105"
"09.11.2015 23:05:00","4","0","218","2,27","10485760","523239","4,99","0","8","350","3","2"
"09.11.2015 23:10:00","4","0","219","2,29","10485760","340787","3,25","0","7","350","2","2"
"09.11.2015 23:15:00","4","0","231","2,41","10485760","319816","3,05","0","7","350","3","2"
"09.11.2015 23:20:00","4","0","230","2,39","10485760","572522","5,46","0","7","350","2","2"
"09.11.2015 23:25:00","4","0","221","2,3","10485760","613417","5,85","0","7","350","3","2"
"09.11.2015 23:30:00","4","0","404","4,21","10485760","502268","4,79","0","16","350","97","105"
"09.11.2015 23:35:00","4","0","218","2,27","10485760","488636","4,66","0","7","350","2","2"
"09.11.2015 23:40:00","4","0","219","2,28","10485760","481296","4,59","0","7","350","2","1"
"09.11.2015 23:45:00","4","0","219","2,29","10485760","509608","4,86","0","9","350","3","2"
"09.11.2015 23:50:00","4","0","216","2,25","10485760","683672","6,52","0","7","350","2","2"
"09.11.2015 23:55:00","4","0","218","2,27","10485760","515899","4,92","0","7","350","2","1"
"10.11.2015 00:00:00","4","0","390","4,06","10485760","467665","4,46","0","15","350","88","94"
"10.11.2015 00:05:00","4","0","266","2,77","10485760","502268","4,79","13","23","350","27","24"
"10.11.2015 00:10:00","4","0","293","3,05","10485760","718275","6,85","2","24","350","3","2"
"10.11.2015 00:15:00","4","0","204","2,13","10485760","369099","3,52","0","7","350","2","2"
"10.11.2015 00:20:00","4","0","204","2,13","10485760","411042","3,92","3","9","350","4","5"
"10.11.2015 00:25:00","4","0","196","2,04","10485760","439353","4,19","0","7","350","2","2"
"10.11.2015 00:30:00","4","0","251","2,62","10485760","502268","4,79","0","9","350","26","27"
"10.11.2015 00:35:00","4","0","334","3,48","10485760","439353","4,19","3","18","350","73","80"
"10.11.2015 00:40:00","4","0","201","2,1","10485760","753926","7,19","0","7","350","2","1"
"10.11.2015 00:45:00","4","0","203","2,12","10485760","565182","5,39","0","19","350","3","2"
"10.11.2015 00:50:00","4","0","195","2,03","10485760","473956","4,52","0","7","350","2","1"
"10.11.2015 00:55:00","4","0","211","2,2","10485760","439353","4,19","0","8","350","2","1"
"10.11.2015 01:00:00","4","0","201","2,09","10485760","628097","5,99","0","7","350","2","1"
"10.11.2015 01:05:00","4","0","401","4,18","10485760","984613","9,39","241","27","350","97","106"
"10.11.2015 01:10:00","4","0","203","2,12","10485760","711983","6,79","0","7","350","2","2"
"10.11.2015 01:15:00","4","0","204","2,12","10485760","550502","5,25","0","8","350","2","2"
"10.11.2015 01:20:00","4","0","210","2,19","10485760","649069","6,19","3","7","350","10","33"
"10.11.2015 01:25:00","4","0","248","2,58","10485760","550502","5,25","0","8","350","20","98"
"10.11.2015 01:30:00","4","0","213","2,22","10485760","494928","4,72","0","7","350","2","1"
"10.11.2015 01:35:00","4","0","401","4,18","10485760","571474","5,45","0","16","350","97","105"
"10.11.2015 01:40:00","4","0","498","5,19","10485760","1270874","12,12","1071","51","350","6","136"
"10.11.2015 01:45:00","4","0","214","2,23","10485760","774898","7,39","21","10","350","3","2"
"10.11.2015 01:50:00","4","0","206","2,15","10485760","523239","4,99","0","7","350","2","1"
"10.11.2015 01:55:00","4","0","213","2,22","10485760","369099","3,52","0","7","350","2","1"
"10.11.2015 02:00:00","4","0","208","2,16","10485760","432013","4,12","0","7","350","2","2"
"10.11.2015 02:05:00","4","0","383","3,99","10485760","670040","6,39","1","20","350","85","92"
"10.11.2015 02:10:00","4","0","227","2,37","10485760","494928","4,72","0","8","350","14","15"
"10.11.2015 02:15:00","4","0","204","2,13","10485760","613417","5,85","0","7","350","2","2"
"10.11.2015 02:20:00","4","0","203","2,11","10485760","467665","4,46","0","8","350","2","2"
"10.11.2015 02:25:00","4","0","212","2,21","10485760","376439","3,59","0","8","350","2","2"
"10.11.2015 02:30:00","4","0","206","2,15","10485760","397410","3,79","0","7","350","2","1"
"10.11.2015 02:35:00","4","0","245","2,55","10485760","565182","5,39","0","9","350","25","25"
"10.11.2015 02:40:00","4","0","351","3,65","10485760","452985","4,32","1","15","350","75","82"
"10.11.2015 02:45:00","4","0","210","2,19","10485760","473956","4,52","0","9","350","3","2"
"10.11.2015 02:50:00","4","0","217","2,27","10485760","628097","5,99","0","12","350","10","9"
"10.11.2015 02:55:00","4","0","210","2,19","10485760","599785","5,72","0","7","350","2","1"
"10.11.2015 03:00:00","4","0","200","2,09","10485760","586154","5,59","0","7","350","2","1"
"10.11.2015 03:05:00","4","0","206","2,15","10485760","481296","4,59","0","8","350","2","2"
"10.11.2015 03:10:00","4","0","378","3,94","10485760","599785","5,72","0","17","350","97","105"
"10.11.2015 03:15:00","4","0","200","2,09","10485760","607126","5,79","0","7","350","2","2"
"10.11.2015 03:20:00","4","0","201","2,09","10485760","551551","5,26","0","7","350","2","2"
"10.11.2015 03:25:00","4","0","208","2,17","10485760","473956","4,52","0","7","350","2","2"
"10.11.2015 03:30:00","4","0","203","2,12","10485760","397410","3,79","0","7","350","2","1"
"10.11.2015 03:35:00","4","0","202","2,11","10485760","683672","6,52","0","7","350","2","2"
"10.11.2015 03:40:00","4","0","380","3,97","10485760","439353","4,19","0","16","350","97","105"
"10.11.2015 03:45:00","4","0","208","2,17","10485760","592445","5,65","0","19","350","3","2"
"10.11.2015 03:50:00","4","0","206","2,14","10485760","530579","5,06","0","7","350","2","2"
"10.11.2015 03:55:00","4","0","209","2,18","10485760","529531","5,05","0","7","350","2","2"
"10.11.2015 04:00:00","4","0","199","2,08","10485760","515899","4,92","0","7","350","2","1"
"10.11.2015 04:05:00","4","0","208","2,16","10485760","473956","4,52","0","8","350","2","2"
"10.11.2015 04:10:00","4","0","361","3,77","10485760","439353","4,19","0","15","350","85","91"
"10.11.2015 04:15:00","4","0","224","2,33","10485760","607126","5,79","0","9","350","15","16"
"10.11.2015 04:20:00","4","0","208","2,17","10485760","397410","3,79","0","7","350","4","11"
"10.11.2015 04:25:00","4","0","255","2,66","10485760","481296","4,59","4","9","350","24","118"
"10.11.2015 04:30:00","4","0","205","2,14","10485760","551551","5,26","0","7","350","2","1"
"10.11.2015 04:35:00","4","0","207","2,16","10485760","411042","3,92","0","7","350","2","1"
"10.11.2015 04:40:00","4","0","225","2,34","10485760","285213","2,72","0","8","350","13","13"
"10.11.2015 04:45:00","4","0","374","3,9","10485760","460325","4,39","0","17","350","86","94"
"10.11.2015 04:50:00","4","0","207","2,16","10485760","390070","3,72","0","7","350","2","2"
"10.11.2015 04:55:00","4","0","214","2,23","10485760","628097","5,99","0","8","350","2","1"
"10.11.2015 05:00:00","4","0","205","2,13","10485760","523239","4,99","0","7","350","2","1"
"10.11.2015 05:05:00","4","0","211","2,2","10485760","390070","3,72","0","8","350","2","2"
"10.11.2015 05:10:00","4","0","208","2,16","10485760","494928","4,72","0","7","350","2","1"
"10.11.2015 05:15:00","4","0","391","4,08","10485760","586154","5,59","0","17","350","97","106"
"10.11.2015 05:20:00","4","0","202","2,11","10485760","670040","6,39","0","7","350","2","2"
"10.11.2015 05:25:00","4","0","210","2,19","10485760","502268","4,79","0","7","350","2","2"
"10.11.2015 05:30:00","4","0","203","2,12","10485760","418382","3,99","0","28","350","2","1"
"10.11.2015 05:35:00","4","0","204","2,12","10485760","340787","3,25","0","7","350","2","2"
"10.11.2015 05:40:00","4","0","206","2,15","10485760","691012","6,59","0","7","350","2","1"
"10.11.2015 05:45:00","4","0","393","4,09","10485760","502268","4,79","0","18","350","97","105"
"10.11.2015 05:50:00","4","0","212","2,21","10485760","565182","5,39","0","8","350","2","2"
"10.11.2015 05:55:00","4","0","216","2,25","10485760","327156","3,12","0","7","350","2","1"
"10.11.2015 06:00:00","4","0","206","2,14","10485760","355467","3,39","0","7","350","2","2"
"10.11.2015 06:05:00","4","0","230","2,39","10485760","460325","4,39","10","17","350","16","11"
"10.11.2015 06:10:00","4","0","209","2,18","10485760","508559","4,85","0","21","350","2","1"
"10.11.2015 06:15:00","4","0","367","3,82","10485760","599785","5,72","0","16","350","85","92"
"10.11.2015 06:20:00","4","0","225","2,35","10485760","746586","7,12","0","8","350","14","15"
"10.11.2015 06:25:00","4","0","218","2,27","10485760","460325","4,39","0","7","350","2","2"
"10.11.2015 06:30:00","4","0","210","2,19","10485760","488636","4,66","0","7","350","2","1"
"10.11.2015 06:35:00","4","0","205","2,14","10485760","481296","4,59","0","7","350","2","2"
"10.11.2015 06:40:00","4","0","206","2,14","10485760","676332","6,45","0","7","350","2","2"
"10.11.2015 06:45:00","4","0","249","2,6","10485760","466616","4,45","0","22","350","25","26"
"10.11.2015 06:50:00","4","0","348","3,63","10485760","536871","5,12","0","14","350","75","82"
"10.11.2015 06:55:00","4","0","216","2,26","10485760","390070","3,72","0","7","350","3","2"
"10.11.2015 07:00:00","4","0","204","2,13","10485760","460325","4,39","0","7","350","2","2"
"10.11.2015 07:05:00","4","0","201","2,09","10485760","495976","4,73","0","8","350","3","2"
"10.11.2015 07:10:00","4","0","203","2,11","10485760","452985","4,32","0","8","350","2","2"
"10.11.2015 07:15:00","4","0","214","2,23","10485760","285213","2,72","0","7","350","3","2"
"10.11.2015 07:20:00","4","0","402","4,19","10485760","557842","5,32","0","17","350","99","114"
"10.11.2015 07:25:00","4","0","257","2,67","10485760","544211","5,19","0","7","350","23","115"
"10.11.2015 07:30:00","4","0","211","2,19","10485760","432013","4,12","0","7","350","2","2"
"10.11.2015 07:35:00","4","0","205","2,14","10485760","340787","3,25","0","7","350","3","2"
"10.11.2015 07:40:00","4","0","210","2,19","10485760","298844","2,85","0","7","350","3","2"
"10.11.2015 07:45:00","4","0","209","2,18","10485760","550502","5,25","0","8","350","3","2"
"10.11.2015 07:50:00","4","0","385","4,01","10485760","445645","4,25","0","16","350","97","105"
"10.11.2015 07:55:00","4","0","217","2,26","10485760","586154","5,59","0","7","350","3","2"
"10.11.2015 08:00:00","4","0","202","2,1","10485760","488636","4,66","0","7","350","3","2"
"10.11.2015 08:05:00","4","0","203","2,11","10485760","452985","4,32","0","8","350","3","2"
"10.11.2015 08:10:00","4","0","205","2,13","10485760","753926","7,19","0","7","350","3","2"
"10.11.2015 08:15:00","4","0","207","2,15","10485760","340787","3,25","0","7","350","3","2"
"10.11.2015 08:20:00","4","0","371","3,87","10485760","620757","5,92","0","16","350","93","100"
"10.11.2015 08:25:00","4","0","222","2,31","10485760","628097","5,99","2","9","350","8","10"
"10.11.2015 08:30:00","4","0","207","2,16","10485760","439353","4,19","0","7","350","2","2"
"10.11.2015 08:35:00","4","0","205","2,14","10485760","439353","4,19","0","7","350","3","2"
"10.11.2015 08:40:00","4","0","204","2,13","10485760","607126","5,79","0","7","350","3","2"
"10.11.2015 08:45:00","4","0","204","2,13","10485760","586154","5,59","0","9","350","3","2"
"10.11.2015 08:50:00","4","0","271","2,83","10485760","508559","4,85","0","10","350","37","39"
"10.11.2015 08:55:00","4","0","331","3,46","10485760","439353","4,19","0","13","350","62","68"
"10.11.2015 09:00:00","4","0","206","2,14","10485760","445645","4,25","0","7","350","3","2"
"10.11.2015 09:05:00","4","0","207","2,16","10485760","348127","3,32","0","8","350","3","2"
"10.11.2015 09:10:00","4","0","201","2,09","10485760","529531","5,05","0","7","350","2","2"
"10.11.2015 09:15:00","4","0","201","2,09","10485760","348127","3,32","0","7","350","3","2"
"10.11.2015 09:20:00","4","0","201","2,1","10485760","551551","5,26","0","7","350","2","2"
"10.11.2015 09:25:00","4","0","409","4,26","10485760","523239","4,99","0","16","350","97","105"
"10.11.2015 09:30:00","4","0","215","2,24","10485760","466616","4,45","0","7","350","2","1"
"10.11.2015 09:35:00","4","0","197","2,05","10485760","229638","2,19","0","7","350","3","1"
"10.11.2015 09:40:00","4","0","199","2,08","10485760","348127","3,32","0","7","350","2","1"
"10.11.2015 09:45:00","4","0","205","2,14","10485760","418382","3,99","0","19","350","3","2"
"10.11.2015 09:50:00","4","0","203","2,12","10485760","508559","4,85","0","7","350","2","1"
"10.11.2015 09:55:00","4","0","401","4,18","10485760","439353","4,19","0","16","350","97","105"
"10.11.2015 10:00:00","4","0","206","2,15","10485760","613417","5,85","4","7","350","4","3"
"10.11.2015 10:05:00","4","0","202","2,11","10485760","425722","4,06","0","8","350","3","2"
"10.11.2015 10:10:00","4","0","248","2,58","10485760","592445","5,65","21","7","350","21","21"
"10.11.2015 10:15:00","4","0","216","2,25","10485760","620757","5,92","14","9","350","11","13"
"10.11.2015 10:20:00","4","0","283","2,95","10485760","977273","9,32","258","26","350","36","47"
"10.11.2015 10:25:00","4","0","488","5,09","10485760","921698","8,79","33","27","350","138","257"
"10.11.2015 10:30:00","4","0","254","2,65","10485760","676332","6,45","5","18","350","29","33"
"10.11.2015 10:35:00","4","0","227","2,37","10485760","662700","6,32","1","14","350","16","13"
"10.11.2015 10:40:00","4","0","222","2,32","10485760","683672","6,52","2","7","350","14","10"
"10.11.2015 10:45:00","4","0","244","2,55","10485760","628097","5,99","41","89","350","23","19"
"10.11.2015 10:50:00","4","0","213","2,23","10485760","670040","6,39","0","9","350","6","4"
"10.11.2015 10:55:00","4","0","331","3,45","10485760","634388","6,05","1","15","350","65","66"
"10.11.2015 11:00:00","4","0","305","3,18","10485760","481296","4,59","2","15","350","55","58"
"10.11.2015 11:05:00","4","0","206","2,15","10485760","445645","4,25","5","8","350","4","2"
"10.11.2015 11:10:00","4","0","264","2,75","10485760","544211","5,19","17","18","350","24","55"
"10.11.2015 11:15:00","4","0","300","3,13","10485760","858784","8,19","129","17","350","45","122"
"10.11.2015 11:20:00","4","0","378","3,94","10485760","1047527","9,99","341","126","350","71","94"
"10.11.2015 11:25:00","4","0","312","3,26","10485760","1299186","12,39","41","39","350","45","50"
"10.11.2015 11:30:00","4","0","443","4,62","10485760","670040","6,39","44","30","350","113","123"
"10.11.2015 11:35:00","4","0","286","2,98","10485760","844104","8,05","18","21","350","43","45"
"10.11.2015 11:40:00","4","0","251","2,62","10485760","593494","5,66","158","33","350","26","21"
"10.11.2015 11:45:00","4","0","215","2,24","10485760","725615","6,92","0","9","350","5","3"
"10.11.2015 11:50:00","4","0","312","3,25","10485760","593494","5,66","162","31","350","58","69"
"10.11.2015 11:55:00","4","0","360","3,75","10485760","1215300","11,59","27","45","350","69","72"
"10.11.2015 12:00:00","4","0","403","4,2","10485760","851444","8,12","0","20","350","106","113"
"10.11.2015 12:05:00","4","0","288","3","10485760","614466","5,86","15","27","350","46","41"
"10.11.2015 12:10:00","4","0","296","3,08","10485760","740295","7,06","10","20","350","47","46"
"10.11.2015 12:15:00","4","0","220","2,29","10485760","824181","7,86","1","13","350","10","8"
"10.11.2015 12:20:00","4","0","255","2,65","10485760","452985","4,32","5","17","350","30","26"
"10.11.2015 12:25:00","4","0","252","2,63","10485760","866124","8,26","1","15","350","22","19"
"10.11.2015 12:30:00","4","0","408","4,25","10485760","586154","5,59","0","21","350","105","113"
"10.11.2015 12:35:00","4","0","222","2,32","10485760","795869","7,59","0","11","350","9","6"
"10.11.2015 12:40:00","4","0","222","2,32","10485760","571474","5,45","0","11","350","9","9"
"10.11.2015 12:45:00","4","0","235","2,45","10485760","432013","4,12","0","207","350","9","7"
"10.11.2015 12:50:00","4","0","222","2,31","10485760","530579","5,06","0","10","350","8","6"
"10.11.2015 12:55:00","4","0","261","2,72","10485760","578814","5,52","65","33","350","26","20"
"10.11.2015 13:00:00","4","0","379","3,95","10485760","858784","8,19","1","27","350","82","87"
"10.11.2015 13:05:00","4","0","276","2,87","10485760","774898","7,39","74","22","350","32","33"
"10.11.2015 13:10:00","4","0","224","2,34","10485760","655360","6,25","10","16","350","11","9"
"10.11.2015 13:15:00","4","0","317","3,31","10485760","481296","4,59","25","14","350","17","22"
"10.11.2015 13:20:00","4","0","552","5,75","10485760","1061159","10,12","53","26","350","139","328"
"10.11.2015 13:25:00","4","0","300","3,12","10485760","753926","7,19","28","25","350","27","78"
"10.11.2015 13:30:00","4","0","224","2,34","10485760","816841","7,79","0","8","350","7","8"
"10.11.2015 13:35:00","4","0","251","2,61","10485760","830472","7,92","442","16","350","13","34"
"10.11.2015 13:40:00","4","0","226","2,36","10485760","1284506","12,25","10","11","350","10","12"
"10.11.2015 13:45:00","4","0","258","2,69","10485760","823132","7,85","43","18","350","15","19"
"10.11.2015 13:50:00","4","0","423","4,4","10485760","927990","8,85","11","22","350","103","129"
"10.11.2015 13:55:00","4","0","259","2,7","10485760","1110442","10,59","24","9","350","8","26"
"10.11.2015 14:00:00","4","0","450","4,69","10485760","991953","9,46","13","28","350","133","228"
"10.11.2015 14:05:00","4","0","239","2,49","10485760","851444","8,12","2","9","350","25","59"
"10.11.2015 14:10:00","4","0","262","2,73","10485760","767558","7,32","8","22","350","31","29"
"10.11.2015 14:15:00","4","0","216","2,25","10485760","460325","4,39","0","11","350","9","7"
"10.11.2015 14:20:00","4","0","222","2,31","10485760","544211","5,19","0","11","350","9","7"
"10.11.2015 14:25:00","4","0","249","2,6","10485760","445645","4,25","0","11","350","9","7"
"10.11.2015 14:30:00","4","0","274","2,85","10485760","452985","4,32","0","14","350","39","40"
"10.11.2015 14:35:00","4","0","351","3,65","10485760","628097","5,99","2","166","350","73","76"
"10.11.2015 14:40:00","4","0","218","2,27","10485760","494928","4,72","0","11","350","9","7"
"10.11.2015 14:45:00","4","0","223","2,32","10485760","565182","5,39","2","13","350","9","7"
"10.11.2015 14:50:00","4","0","220","2,29","10485760","523239","4,99","0","11","350","9","6"
"10.11.2015 14:55:00","4","0","227","2,37","10485760","529531","5,05","0","11","350","9","7"
"10.11.2015 15:00:00","4","0","243","2,53","10485760","460325","4,39","1","153","350","21","21"
"10.11.2015 15:05:00","4","0","395","4,11","10485760","851444","8,12","20","25","350","100","103"
"10.11.2015 15:10:00","4","0","220","2,29","10485760","558891","5,33","0","11","350","9","7"
"10.11.2015 15:15:00","4","0","223","2,32","10485760","411042","3,92","0","12","350","10","7"
"10.11.2015 15:20:00","4","0","223","2,32","10485760","697303","6,65","0","12","350","10","8"
"10.11.2015 15:25:00","4","0","245","2,55","10485760","578814","5,52","8","18","350","17","17"
"10.11.2015 15:30:00","4","0","325","3,38","10485760","816841","7,79","10","27","350","62","157"
"10.11.2015 15:35:00","4","0","436","4,54","10485760","662700","6,32","9","31","350","118","125"
"10.11.2015 15:40:00","4","0","262","2,73","10485760","844104","8,05","2","30","350","26","27"
"10.11.2015 15:45:00","4","0","266","2,77","10485760","1005584","9,59","7","51","350","24","23"
"10.11.2015 15:50:00","4","0","292","3,04","10485760","900727","8,59","2","28","350","35","131"
"10.11.2015 15:55:00","4","0","248","2,58","10485760","670040","6,39","1","21","350","16","17"
"10.11.2015 16:00:00","4","0","268","2,79","10485760","753926","7,19","17","28","350","33","36"
"10.11.2015 16:05:00","4","0","391","4,07","10485760","691012","6,59","8","35","350","101","110"
"10.11.2015 16:10:00","4","0","246","2,56","10485760","900727","8,59","4","26","350","23","25"
"10.11.2015 16:15:00","4","0","212","2,21","10485760","837812","7,99","0","12","350","8","6"
"10.11.2015 16:20:00","4","0","211","2,2","10485760","565182","5,39","0","11","350","8","6"
"10.11.2015 16:25:00","4","0","232","2,41","10485760","439353","4,19","0","12","350","11","10"
"10.11.2015 16:30:00","4","0","226","2,35","10485760","753926","7,19","0","13","350","13","13"
"10.11.2015 16:35:00","4","0","269","2,8","10485760","691012","6,59","0","14","350","36","37"
"10.11.2015 16:40:00","4","0","375","3,91","10485760","1047527","9,99","4","122","350","86","96"
"10.11.2015 16:45:00","4","0","248","2,59","10485760","830472","7,92","20","25","350","20","23"
"10.11.2015 16:50:00","4","0","248","2,59","10485760","816841","7,79","1","17","350","16","21"
"10.11.2015 16:55:00","4","0","226","2,35","10485760","536871","5,12","0","11","350","8","6"
"10.11.2015 17:00:00","4","0","256","2,67","10485760","403702","3,85","5","11","350","30","129"
"10.11.2015 17:05:00","4","0","273","2,84","10485760","536871","5,12","3","17","350","40","40"
"10.11.2015 17:10:00","4","0","389","4,05","10485760","725615","6,92","1","21","350","92","98"
"10.11.2015 17:15:00","4","0","222","2,31","10485760","795869","7,59","0","12","350","12","13"
"10.11.2015 17:20:00","4","0","208","2,17","10485760","565182","5,39","0","9","350","4","6"
"10.11.2015 17:25:00","4","0","216","2,26","10485760","418382","3,99","0","21","350","3","2"
"10.11.2015 17:30:00","4","0","208","2,17","10485760","557842","5,32","0","8","350","3","2"
"10.11.2015 17:35:00","4","0","227","2,36","10485760","536871","5,12","0","8","350","15","16"
"10.11.2015 17:40:00","4","0","365","3,8","10485760","572522","5,46","0","15","350","85","91"
"10.11.2015 17:45:00","4","0","207","2,15","10485760","411042","3,92","0","9","350","3","2"
"10.11.2015 17:50:00","4","0","212","2,21","10485760","634388","6,05","0","7","350","2","1"
"10.11.2015 17:55:00","4","0","216","2,25","10485760","403702","3,85","0","7","350","3","1"
"10.11.2015 18:00:00","4","0","207","2,16","10485760","550502","5,25","1","9","350","4","5"
"10.11.2015 18:05:00","4","0","254","2,65","10485760","509608","4,86","7","17","350","28","26"
"10.11.2015 18:10:00","4","0","369","3,85","10485760","628097","5,99","0","16","350","85","91"
"10.11.2015 18:15:00","4","0","207","2,16","10485760","502268","4,79","0","7","350","3","2"
"10.11.2015 18:20:00","4","0","208","2,16","10485760","439353","4,19","0","7","350","2","1"
"10.11.2015 18:25:00","4","0","212","2,21","10485760","397410","3,79","0","7","350","2","1"
"10.11.2015 18:30:00","4","0","209","2,18","10485760","292553","2,79","0","7","350","2","1"
"10.11.2015 18:35:00","4","0","230","2,4","10485760","711983","6,79","0","8","350","15","16"
"10.11.2015 18:40:00","4","0","254","2,65","10485760","607126","5,79","0","10","350","25","26"
"10.11.2015 18:45:00","4","0","330","3,44","10485760","452985","4,32","0","28","350","63","67"
"10.11.2015 18:50:00","4","0","211","2,2","10485760","613417","5,85","0","7","350","2","2"
"10.11.2015 18:55:00","4","0","216","2,25","10485760","355467","3,39","0","7","350","2","2"
"10.11.2015 19:00:00","4","0","208","2,16","10485760","557842","5,32","0","7","350","2","2"
"10.11.2015 19:05:00","4","0","230","2,4","10485760","475005","4,53","0","9","350","15","16"
"10.11.2015 19:10:00","4","0","210","2,18","10485760","383779","3,66","0","7","350","2","2"
"10.11.2015 19:15:00","4","0","372","3,88","10485760","334496","3,19","0","16","350","85","91"
"10.11.2015 19:20:00","4","0","211","2,2","10485760","298844","2,85","0","7","350","2","2"
"10.11.2015 19:25:00","4","0","216","2,25","10485760","523239","4,99","0","7","350","2","2"
"10.11.2015 19:30:00","4","0","207","2,16","10485760","460325","4,39","0","7","350","2","2"
"10.11.2015 19:35:00","4","0","225","2,34","10485760","607126","5,79","0","8","350","15","16"
"10.11.2015 19:40:00","4","0","207","2,16","10485760","677380","6,46","0","7","350","2","2"
"10.11.2015 19:45:00","4","0","365","3,8","10485760","502268","4,79","0","17","350","85","91"
"10.11.2015 19:50:00","4","0","211","2,2","10485760","481296","4,59","0","7","350","2","2"
"10.11.2015 19:55:00","4","0","207","2,16","10485760","613417","5,85","0","7","350","2","2"
"10.11.2015 20:00:00","4","0","246","2,56","10485760","586154","5,59","0","7","350","24","124"
"10.11.2015 20:05:00","4","0","241","2,51","10485760","704643","6,72","305","11","350","18","34"
"10.11.2015 20:10:00","4","0","205","2,14","10485760","544211","5,19","0","7","350","2","2"
"10.11.2015 20:15:00","4","0","364","3,79","10485760","424673","4,05","0","16","350","85","91"
"10.11.2015 20:20:00","4","0","201","2,1","10485760","579863","5,53","0","7","350","3","2"
